phase,url,source_file,page_type,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,title,title_length,meta_description,description_length,h1,h2_h3_structure,word_count,language,publication_date,modified_date,author,breadcrumbs,schema_types,internal_inbound_links,internal_outbound_links,external_outbound_links,broken_links,image_count,images_missing_alt,images_missing_dimensions,page_depth,orphan,sitemap_inclusion,duplicate_title,duplicate_description,content_sha256
baseline,https://robertdevore.com/introducing-gift-cards-for-woocommerce-free/,content/posts/introducing-gift-cards-for-woocommerce-free.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-gift-cards-for-woocommerce-free/,200,Introducing Gift Cards for WooCommerce® (free) | Robert DeVore,62,"Today I’m happy to announce the official release of the free Gift Cards for WooCommerce® plugin! This plugin seamlessly integrates gift card functionality into your WooCommerce® store, letting you to enhance customer…",217,Introducing Gift Cards for WooCommerce® (free),H2: Key Features | H3: 1. Admin Management Dashboard | H3: 2. Bulk Import and Export | H3: 3. Product Integration | H3: 4. Customer Experience Enhancements | H3: 5. Automated Email Notifications | H2: Installation | H3: 1. Download the Plugin | H3: 2. Upload and Activate | H3: 3. Initial Setup | H2: Getting Started | H3: Admin Dashboard | H3: Managing Gift Cards | H3: Importing and Exporting Gift Cards | H3: Integrating Gift Cards with Products | H3: Customer Experience | H2: Future Enhancements | H2: Support and Feedback | H2: Related Reading,1068,en,2024-11-06,,Robert DeVore,True,BlogPosting; Organization; Person,6,20,6,0,12,0,11,3,False,True,False,False,fc927a00b87a27b43e8fad7fa227d3a5bbd611d61bce69407c1db753a342606f
baseline,https://robertdevore.com/introducing-hpos-compatibility-scanner-for-woocommerce-free/,content/posts/introducing-hpos-compatibility-scanner-for-woocommerce-free.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-hpos-compatibility-scanner-for-woocommerce-free/,200,Introducing HPOS Compatibility Scanner for WooCommerce® (free) | Robert DeVore,78,"I’m excited to announce the release of HPOS Compatibility Scanner , a free WordPress® plugin designed to help developers identify and fix compatibility issues with WooCommerce’s High-Performance Order Storage (HPOS).…",217,Introducing HPOS Compatibility Scanner for WooCommerce® (free),H2: Why This Plugin? | H2: What Does HPOS Compatibility Scanner Do? | H2: Why Should WooCommerce® Have Built This? | H2: How to Use HPOS Compatibility Scanner | H2: What’s Next? | H2: Get Involved | H2: Related Reading,516,en,2024-12-19,,Robert DeVore,True,BlogPosting; Organization; Person,7,19,6,0,5,0,4,3,False,True,False,False,70490802be249232aeb00e1527313b058f85fbcb945e57e46efca269c4d28c7d
baseline,https://robertdevore.com/introducing-img-a11y/,content/posts/introducing-img-a11y.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-img-a11y/,200,Introducing IMG A11Y | Robert DeVore,36,"Today marks the release of IMG A11Y , a free WordPress® plugin designed to make image accessibility compliance easier than ever. I created IMG A11Y to help WordPress users address one of the most important aspects of…",217,Introducing IMG A11Y,H2: Key Features | H2: Why I Built IMG A11Y | H2: How to Get Started | H2: What’s Next for IMG A11Y | H2: Try IMG A11Y Today | H2: Related Reading,495,en,2024-12-13,,Robert DeVore,True,BlogPosting; Organization; Person,6,18,4,0,4,0,3,3,False,True,False,False,92209a0996e23e950cbb163de2aa22ad93503306f0b3a086ccb0524d08b1500d
baseline,https://robertdevore.com/introducing-intellipress-the-smart-ai-assistant-for-wordpress/,content/posts/introducing-intellipress-the-smart-ai-assistant-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-intellipress-the-smart-ai-assistant-for-wordpress/,200,Introducing IntelliPress: The Smart Ai Assistant for WordPress | Robert DeVore,78,"The last time I was this excited to announce a new baby, it was my son 😂 Today I’d like to formally introduce you to IntelliPress , an AI WordPress plugin that integrates with the OpenAI API . It’s built to help you…",216,Introducing IntelliPress: The Smart Ai Assistant for WordPress,H2: WordPress + AI = 😍 | H2: The Idea: aka “I wonder if” … | H2: The next two weeks were a blur | H2: What’s under the hood? | H3: Generate content seamlessly in Gutenberg | H3: Optimize SEO with Yoast | H2: Analyze Your Content and Generate Categories | H2: Generate featured images instantly with Pexels integration | H3: Summarize your content with the TLDR block | H2: Try out IntelliPress today | H2: Related Reading,949,en,2023-05-31,,Robert DeVore,True,BlogPosting; Organization; Person,5,18,10,0,3,0,2,3,False,True,False,False,4939369303df07096f2f8fcae2cefce1dfa98350feb4b20193162cd4c9d6c104
baseline,https://robertdevore.com/introducing-maintenance-mode-for-wordpress/,content/posts/introducing-maintenance-mode-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-maintenance-mode-for-wordpress/,200,Introducing Maintenance Mode for WordPress® | Robert DeVore,59,"Today, I’m thrilled to announce the release of Maintenance Mode for WordPress® 🔥 This is a 100% free plugin designed to bring simplicity, flexibility, and true WordPress® integration to a task often overcomplicated by…",218,Introducing Maintenance Mode for WordPress®,"H2: Why Maintenance Mode for WordPress® Stands Out | H3: 1. Native WordPress® Experience | H3: 2. No Bloat, Just Focus | H3: 3. Total Control | H2: How It Works | H2: Customization for Developers | H2: Maintenance Mode Example | H3: Why I Built This Plugin | H3: What’s Next? | H3: Final Thoughts | H2: Related Reading",807,en,2024-12-08,,Robert DeVore,True,BlogPosting; Organization; Person,5,18,10,0,6,0,5,3,False,True,False,False,137bd7bc453de047957ce0c957854fbc1c0c5ba957d48a6fb220e2289659ad8e
baseline,https://robertdevore.com/introducing-markdown-comments-for-wordpress/,content/posts/introducing-markdown-comments-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-markdown-comments-for-wordpress/,200,Introducing: Markdown Comments for WordPress® | Robert DeVore,61,Markdown ALL THE THINGS 🔥 I built this plugin because I couldn’t stand how unnatural it felt to write HTML or plain text in WordPress comments. If you’ve followed my work – especially around Stattic – you know I write…,218,Introducing: Markdown Comments for WordPress®,H2: Meet the Plugin | H2: Why I Built It | H2: How to Install | H2: What’s Next | H2: Related Reading,513,en,2025-06-05,,Robert DeVore,True,BlogPosting; Organization; Person,5,20,5,2,2,0,1,2,False,True,False,False,0e028547424f8b541ca989e935ddedf92843f609cb170e9ceb19ba44ad6a9b61
baseline,https://robertdevore.com/introducing-markdown-exporter-for-wordpress/,content/posts/introducing-markdown-exporter-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-markdown-exporter-for-wordpress/,200,Introducing Markdown Exporter for WordPress® | Robert DeVore,60,"This month has been a whirlwind of development and releases, and today continues that tradition. I’m happy to proudly release my 7th free plugin this month 🔥 Each plugin represents a step forward in enhancing your…",214,Introducing Markdown Exporter for WordPress®,H2: Why _Another_ Plugin? | H2: Introducing Markdown Exporter for WordPress® | H3: Key Features: | H2: Seamless Integration with Stattic | H3: Why Use Markdown with Stattic? | H2: Getting Started | H3: Installation | H3: Usage | H2: Why This Plugin Matters to Me | H2: Join the Journey | H2: Thank You! | H2: Related Reading,935,en,2024-11-12,,Robert DeVore,True,BlogPosting; Organization; Person,5,18,12,0,5,0,4,3,False,True,False,False,e86124deb96e35d7076f5a453c5a4c3f1e5be69177b768c8415c28ae3bc09bbe
baseline,https://robertdevore.com/introducing-media-copyright-scanner/,content/posts/introducing-media-copyright-scanner.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-media-copyright-scanner/,200,Introducing Media Copyright Scanner | Robert DeVore,51,"I’m excited to introduce my latest plugin 👀 Media Copyright Scanner . This free tool is crafted to assist website owners, content managers, and developers in identifying potentially copyrighted images within their…",214,Introducing Media Copyright Scanner,H2: Comprehensive Scanning | H2: User-Friendly Interface | H2: Actionable Results | H2: Customizable and Extensible | H2: Why This Plugin Matters | H3: Mitigate Legal Risks | H3: Support Ethical Practices | H3: Save Time and Resources | H2: Getting Started | H3: Installation | H3: Using the Plugin | H2: Extending Functionality | H3: Custom Patterns | H3: Adjusting Batch Size | H2: Looking Ahead | H2: Related Reading,584,en,2024-12-02,,Robert DeVore,True,BlogPosting; Organization; Person,6,18,6,0,3,0,2,3,False,True,False,False,c78c248eeaf656ccb4f7a32bc82373632ac0c8d20eb0ff41e8b7b2ea7ae07046
baseline,https://robertdevore.com/introducing-media-file-versioning-for-wordpress/,content/posts/introducing-media-file-versioning-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-media-file-versioning-for-wordpress/,200,Introducing Media File Versioning for WordPress® | Robert DeVore,64,"Another day, another plugin 💪 Today, I’m happy to announce the release of Media File Versioning , a lightweight yet powerful plugin designed to bring version control to your WordPress Media Library. Whether you’re…",214,Introducing Media File Versioning for WordPress®,H2: What is Media File Versioning? | H2: Why I Built This Plugin | H2: Key Features | H3: 1. Version Control for Media Files | H3: 2. Admin-Friendly Meta Box | H3: 3. Shortcode for Front-End Display | H3: 4. Seamless Integration | H2: How It Works | H3: Uploading a New Version | H3: Viewing Previous Versions | H3: Displaying Versions on the Front End | H2: Built with Developers in Mind | H2: What’s next? | H2: Try Media File Versioning Today | H2: Related Reading,665,en,2024-12-05,,Robert DeVore,True,BlogPosting; Organization; Person,6,18,6,0,4,0,3,3,False,True,False,False,a1f5c9cdcce947881065f6762e75a2ffb479181dd8cbdcf162482e9178ed35a1
baseline,https://robertdevore.com/introducing-metadata-import-export-for-yoast-seo/,content/posts/introducing-metadata-import-export-for-yoast-seo.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-metadata-import-export-for-yoast-seo/,200,Introducing Metadata Import/Export for Yoast SEO | Robert DeVore,64,Today I’m really happy to release this new free plugin for the WordPress® and Yoast SEO communities 💪💯 The Metadata Import/Export for Yoast plugin is designed to empower SEO’s and content managers who use Yoast SEO by…,218,Introducing Metadata Import/Export for Yoast SEO,H2: The Inspiration Behind the Plugin | H2: Key Features | H3: Seamless Import and Export of Metadata | H3: Custom Post Type Support | H3: User Role Access Control | H3: Progress Indicators and Detailed Statistics | H2: Why This Plugin Matters for SEOs | H3: Efficiency and Time Savings | H3: Accuracy and Consistency | H3: Flexibility in Team Collaboration | H2: Getting Started | H3: Installation | H3: Using the Plugin | H2: Looking Ahead | H2: Acknowledgments | H2: Related Reading,700,en,2024-12-03,,Robert DeVore,True,BlogPosting; Organization; Person,6,18,6,0,5,0,4,3,False,True,False,False,bb4ce70fa69e5b2b8c6dcfbd595c8f4e4a7108fa9446cd228be39ae119951383
baseline,https://robertdevore.com/introducing-module-usage-tracker-for-wp-bakery/,content/posts/introducing-module-usage-tracker-for-wp-bakery.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-module-usage-tracker-for-wp-bakery/,200,Introducing the Module Usage Tracker for WP Bakery | Robert DeVore,66,I’m excited to announce the release of ANOTHER new free WordPress® plugin for 💪💯 The free Module Usage Tracker for WP Bakery plugin is a new tool for anyone looking to get a closer view of how WP Bakery modules are…,215,Introducing the Module Usage Tracker for WP Bakery,H2: Why Use Module Usage Tracker for WP Bakery? | H2: Key Features | H2: How It Works | H2: Who Will Benefit from This Plugin? | H2: Get Started Today | H2: Related Reading,573,en,2024-11-13,,Robert DeVore,True,BlogPosting; Organization; Person,5,18,6,0,2,0,1,3,False,True,False,False,c70174c6f630971cead4e3e7772d440e549442ae5e8179fc6b3baae0271b9f61
baseline,https://robertdevore.com/introducing-pattern-pal-ai-powered-patterns-for-wordpress/,content/posts/introducing-pattern-pal-ai-powered-patterns-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-pattern-pal-ai-powered-patterns-for-wordpress/,200,Introducing Pattern Pal: AI-Powered Patterns for WordPress® | Robert DeVore,75,"I’m excited to introduce Pattern Pal , a new free WordPress® plugin that leverages OpenAI to generate custom block patterns right inside the WordPress® editor! Whether you’re a content creator, designer, or developer,…",218,Introducing Pattern Pal: AI-Powered Patterns for WordPress®,H2: What is Pattern Pal? | H3: Why Use Pattern Pal? | H2: Features | H2: How to Use Pattern Pal | H3: Step 1: Install the Plugin | H3: Step 2: Generate a Block Pattern | H3: Step 3: Customize and Publish | H2: Who Is This For? | H2: Looking Ahead | H2: Related Reading,523,en,2025-02-09,,Robert DeVore,True,BlogPosting; Organization; Person,5,18,8,0,5,0,4,3,False,True,False,False,70c890a75d2b5014d39c070e94245a2a7fedda03404938f9cd7d5406404e346e
baseline,https://robertdevore.com/introducing-persistent-dismissible-notices/,content/posts/introducing-persistent-dismissible-notices.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-persistent-dismissible-notices/,200,Introducing Persistent Dismissible Notices | Robert DeVore,58,"I’m excited to announce the release of my new free WordPress® plugin, Persistent Dismissible Notices , designed to solve a long-standing annoyance in the WordPress admin experience. If you’ve ever been frustrated by…",216,Introducing Persistent Dismissible Notices,H2: Why Persistent Dismissible Notices Matters | H2: Key Features | H3: Dismissal Persistence | H3: Compatibility | H3: Scalability and Performance | H2: How to Use the Plugin | H3: Installation | H2: How It Works | H3: JavaScript | H3: PHP | H2: Roadmap and Future Plans | H2: Related Reading,536,en,2024-12-07,,Robert DeVore,True,BlogPosting; Organization; Person,6,18,7,0,4,0,3,3,False,True,False,False,2a7081ae497725e5e40f56e308a4c92a0611699acbe8c4732f0921816e043b33
baseline,https://robertdevore.com/introducing-projects-for-wordpress-a-better-way-to-showcase-your-work/,content/posts/introducing-projects-for-wordpress-a-better-way-to-showcase-your-work.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-projects-for-wordpress-a-better-way-to-showcase-your-work/,200,Introducing Projects for WordPress®: A Better Way to Showcase Your Work | Robert DeVore,87,"Let me start by saying this isn’t simply about hate. It’s about clarity, control, and community. WordPress – the open source project – has been the foundation of my entire career. I’m grateful for it. And I’ve even gone…",220,Introducing Projects for WordPress®: A Better Way to Showcase Your Work,H2: What Is Projects for WordPress®? | H2: What Developers Get Out of This | H3: Independence | H3: Download Tracking | H3: GitHub-Powered Updates | H3: Full Customization | H3: REST API Ready | H2: Why This Matters | H2: Who Should Use This Plugin? | H2: How to Get Started | H2: Bonus: Releasing Your Plugin via GitHub | H2: Final Thoughts | H2: Related Reading,919,en,2025-04-04,,Robert DeVore,True,BlogPosting; Organization; Person,5,23,4,4,8,0,7,3,False,True,False,False,c584490c0c0405262601e057ff6fa74329dde84031d9e1c8ef9a8434b857562f
baseline,https://robertdevore.com/introducing-purchase-orders-for-woocommerce-free/,content/posts/introducing-purchase-orders-for-woocommerce-free.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-purchase-orders-for-woocommerce-free/,200,Introducing Purchase Orders for WooCommerce® (free) | Robert DeVore,67,"Welcome to week 4 of the #WooWednesday plugin series! Today we’ve got the Purchase Orders for WooCommerce® plugin which is a simple, free, and functional alternative to Woo’s $49/year offering. It adds a purchase order…",219,Introducing Purchase Orders for WooCommerce® (free),H2: Key Features | H2: How to Get Starte d | H2: Why Use This Instead of WooCommerce’s Version? | H2: What’s Next? | H2: Final Thoughts | H2: Related Reading,588,en,2024-12-04,,Robert DeVore,True,BlogPosting; Organization; Person,7,19,7,0,6,0,5,3,False,True,False,False,e5e3d228b15799200faa194bdef198b44ed3cee7c1f689a1b7df2f11fd8ce5cb
baseline,https://robertdevore.com/introducing-seo-for-wordpress/,content/posts/introducing-seo-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-seo-for-wordpress/,200,Introducing SEO for WordPress® | Robert DeVore,46,"Finding a reliable, lightweight SEO plugin without constant upsells or unnecessary features can feel like searching for a needle in a haystack. Many SEO tools claim to empower your website, yet they often come with…",215,Introducing SEO for WordPress®,H2: Why Another SEO Plugin? | H2: What You Can Do with SEO for WordPress | H3: General Settings | H3: Advanced Settings | H3: SEO Metabox | H3: Archive Meta Fields | H2: Getting Started | H2: What’s Coming Next? | H2: Built for the Community | H2: How to Get Involved | H2: Let’s Build Something Great | H2: Related Reading,867,en,2024-12-31,,Robert DeVore,True,BlogPosting; Organization; Person,6,18,10,0,6,0,5,3,False,True,False,False,34a25585c836111dcc25c99aa3bfdf01869c3a36ca6fa48fd8ef61274e7d57de
baseline,https://robertdevore.com/introducing-shipping-multiple-addresses-for-woocommerce-free/,content/posts/introducing-shipping-multiple-addresses-for-woocommerce-free.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-shipping-multiple-addresses-for-woocommerce-free/,200,Introducing Shipping Multiple Addresses for WooCommerce® (free) | Robert DeVore,79,"I’m thrilled to share my latest plugin that aims to make WooCommerce® even more powerful and versatile. Introducing Shipping Multiple Addresses for WooCommerce® , the free plugin that simplifies sending items to…",212,Introducing Shipping Multiple Addresses for WooCommerce® (free),H2: Why This Plugin Matters | H2: Key Features | H3: 1. Address Management | H3: 2. Cart Duplication | H3: 3. Custom Delivery Options | H3: 4. Automatic Order Splitting | H3: 5. Email Notifications | H3: 6. Admin-Friendly Tools | H2: How It Works | H3: For Customers | H3: For Store Owners | H2: Perfect for the Holiday Rush | H2: Get it on GitHub | H2: A Big Thanks to the Woo Community | H2: What’s Next? | H2: Related Reading,631,en,2024-12-18,,Robert DeVore,True,BlogPosting; Organization; Person,7,19,8,0,6,0,5,3,False,True,False,False,57fce37c4e9469eb9c313b8d365cd301c9bf28f6054daa47767ba3dcba02d4d9
baseline,https://robertdevore.com/introducing-site-vitals-for-wordpress/,content/posts/introducing-site-vitals-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-site-vitals-for-wordpress/,200,Introducing Site Vitals for WordPress® | Robert DeVore,54,"I’m thrilled to introduce Site Vitals for WordPress® – a free plugin designed to help you monitor, evaluate, and improve key aspects of your WordPress® website’s health. From performance and security to SEO, UX, and…",216,Introducing Site Vitals for WordPress®,H2: Why I Created Site Vitals for WordPress® | H2: Key Features | H3: Comprehensive Checks | H3: Asynchronous Loading and Caching | H3: Actionable Recommendations | H3: Filters for Developers | H2: Getting Started | H2: Future Plans | H2: Frequently Asked Questions | H2: Contributing and Feedback | H2: THANK YOU | H2: Related Reading,964,en,2024-12-10,,Robert DeVore,True,BlogPosting; Organization; Person,6,18,6,0,7,0,6,3,False,True,False,False,b909a26947cf7caba82655bd8aceb9ca8b2ed06a0930342d4699067ecc2e23d0
baseline,https://robertdevore.com/introducing-slop-stopper-a-free-content-checker-for-wordpress/,content/posts/introducing-slop-stopper-a-free-content-checker-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-slop-stopper-a-free-content-checker-for-wordpress/,200,Introducing Slop Stopper: A free content checker for WordPress® | Robert DeVore,79,"You ever read an article and just know it was written by ChatGPT? You know, the ones where you don’t even have to check. The second you see “delve into the intricacies” or “tapestry of experiences” , you know you’re…",216,Introducing Slop Stopper: A free content checker for WordPress®,H2: The AI Content Apocalypse is Here | H2: Meet Slop Stopper: The AI Slop Bouncer for Your Blog | H2: Why You Need This Plugin Yesterday | H2: Download Slop Stopper Now | H2: Related Reading,530,en,2025-03-16,,Robert DeVore,True,BlogPosting; Organization; Person,5,21,2,3,5,0,4,3,False,True,False,False,ff1f15615ff74fedb8d56ccc5d9c57d698a8eb5f17ff05b05dce2fc30697a9dd
baseline,https://robertdevore.com/introducing-stats-for-wordpress/,content/posts/introducing-stats-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-stats-for-wordpress/,200,Introducing Stats for WordPress® | Robert DeVore,48,"The tools we rely on to manage our websites need to reflect our values, both professionally and personally. Recently, Jetpack, a popular WordPress plugin, has changed its usage restrictions , requiring non-profits to…",217,Introducing Stats for WordPress®,H2: Why I Built Stats for WordPress® | H2: What Stats for WordPress® Can Do | H2: How to Get Started | H2: Looking Ahead: Future Plans for Stats for WordPress® | H2: Why Choose Stats for WordPress®? | H2: Get Involved | H2: Related Reading,769,en,2024-12-01,,Robert DeVore,True,BlogPosting; Organization; Person,6,18,9,0,5,0,4,3,False,True,False,False,c9251e9d2eb2a8609cd4114fd637e56377ba0261a3244599917577f855deaf72
baseline,https://robertdevore.com/introducing-table-block-enhancer-for-wordpress/,content/posts/introducing-table-block-enhancer-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-table-block-enhancer-for-wordpress/,200,Introducing Table Block Enhancer for WordPress® | Robert DeVore,63,"Today I’m happy to announce the release of a new free plugin for WordPress® called Table Block Enhancer 🚀 This WordPress® plugin designed to supercharge the default WordPress® Table block, which is lacking in features…",218,Introducing Table Block Enhancer for WordPress®,H2: Why I Built Table Block Enhancer | H2: Key Features | H3: 🔍 Searching | H3: 🔃 Sorting | H3: 📄 Paging | H3: 🎛️ Per-Block Settings | H2: How to Use Table Block Enhancer | H3: 1. Installation | H3: 2. Adding a Table | H3: 3. Configuring Table Enhancer Settings | H3: 4. Publishing and Viewing Your Enhanced Table | H2: Related Reading,596,en,2024-12-04,,Robert DeVore,True,BlogPosting; Organization; Person,6,18,8,0,5,0,4,3,False,True,False,False,45db9d58cea88f20c9ff84e81e04deddff94c123dabe5d1bc783360ae7369325
baseline,https://robertdevore.com/introducing-test-orders-for-woocommerce/,content/posts/introducing-test-orders-for-woocommerce.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-test-orders-for-woocommerce/,200,Introducing Test Orders for WooCommerce® | Robert DeVore,56,"I’m thrilled to announce the release of Test Orders for WooCommerce® , a free plugin designed to simplify testing workflows for WooCommerce® store owners. This plugin adds a “Test Order” payment gateway to your store,…",218,Introducing Test Orders for WooCommerce®,H2: Key Features | H2: Why Use Test Orders for WooCommerce®? | H2: How to Use | H2: Behind the Scenes | H2: Who Is This For? | H2: Get Started Today | H2: Feedback and Support | H2: Related Reading,535,en,2024-12-06,,Robert DeVore,True,BlogPosting; Organization; Person,7,20,8,0,6,0,5,3,False,True,False,False,d2479dfd76146d12a0b994b5d5479d564bc078000d11899444d00ee42dff7c91
baseline,https://robertdevore.com/introducing-the-phlush-permalinks-wordpress-plugin/,content/posts/introducing-the-phlush-permalinks-wordpress-plugin.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-the-phlush-permalinks-wordpress-plugin/,200,Introducing the Phlush Permalinks WordPress Plugin | Robert DeVore,66,"Another day, another free WordPress plugin release 🚀💪 Are you tired of manually flushing your permalinks every time you make structural changes to your WordPress site? Phlush Permalinks , a new WordPress plugin I…",213,Introducing the Phlush Permalinks WordPress Plugin,H2: Why Permalinks Matter: | H2: Key Features of Phlush Permalinks: | H2: How It Works | H2: Getting Started | H2: Looking to extend the plugin and add your own actions? | H3: Example 1: Adding Custom Actions | H3: Example 2: Removing Actions | H2: Related Reading,658,en,2024-09-05,,Robert DeVore,True,BlogPosting; Organization; Person,5,18,4,0,4,0,3,3,False,True,False,False,b2940876e2eb7efa2bd166a7e06c4eb4fc080b90d355336c993b24729ae60482
baseline,https://robertdevore.com/introducing-the-prompts-library-a-playground-for-ai-creativity/,content/posts/introducing-the-prompts-library-a-playground-for-ai-creativity.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-the-prompts-library-a-playground-for-ai-creativity/,200,Introducing the Prompts Library – A Playground for AI Creativity | Robert DeVore,80,"Over the last few months, I’ve been experimenting with ways to push generative AI further – not just to create images, but to design tools that help you consistently create great ones. That’s where the Prompts Library…",218,Introducing the Prompts Library – A Playground for AI Creativity,H2: What’s Inside (So Far) | H2: Who’s It For? | H2: Got an Idea? I’m Taking Requests. | H2: Related Reading,380,en,2025-05-20,,Robert DeVore,True,BlogPosting; Organization; Person,5,18,11,0,1,0,0,3,False,True,False,False,75fdfc7c445a54ce07255c37cf5d5603eb7a12092f37afcee7e62a292b451ac5
baseline,https://robertdevore.com/introducing-the-user-login-status-plugin-for-wordpress/,content/posts/introducing-the-user-login-status-plugin-for-wordpress.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-the-user-login-status-plugin-for-wordpress/,200,Introducing the User Login Status Plugin for WordPress | Robert DeVore,70,"Today I’m happy to announce the release of User Login Status , a WordPress plugin designed to help administrators easily monitor user activity and manage user sessions with ease. This plugin comes with a couple key…",215,Introducing the User Login Status Plugin for WordPress,H2: Key Features | H3: 1. Monitor User Status Directly in the Admin Panel | H3: 2. Bulk Logout Functionality | H3: 3. Real-Time AJAX Polling | H3: 4. Optimized for Admins | H2: Installation and Usage | H3: 1. Download and Install the Plugin | H3: 2. How to Monitor User Status | H3: 3. How to Bulk Log Out Users | H2: Technical Details | H3: 1. Session Tokens | H3: 2. AJAX Polling for Real-Time Status | H3: 3. Bulk Action Handling | H3: 4. Security Considerations | H2: Roadmap for Future Releases | H3: Download the User Login Status plugin | H2: Related Reading,724,en,2024-09-29,,Robert DeVore,True,BlogPosting; Organization; Person,5,19,4,1,2,0,1,3,False,True,False,False,dddbf36fad1a1fcfd16e0bdc367858548141c5898b7dc8158f5e99e83604d969
baseline,https://robertdevore.com/introducing-vertical-gallery-product-display-for-woocommerce/,content/posts/introducing-vertical-gallery-product-display-for-woocommerce.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-vertical-gallery-product-display-for-woocommerce/,200,Introducing Vertical Gallery Product Display for WooCommerce® | Robert DeVore,77,"I’m thrilled to announce the release of my latest WordPress plugin, Vertical Gallery Product Display for WooCommerce® . This plugin is designed to enhance the shopping experience by transforming the WooCommerce® product…",220,Introducing Vertical Gallery Product Display for WooCommerce®,H2: Why Build This Plugin? | H2: How to Use Vertical Gallery Product Display | H2: Behind the Scenes: Building a Plugin Like This | H2: Why Free Matters | H2: Get it on GitHub | H2: Related Reading,600,en,2024-12-12,,Robert DeVore,True,BlogPosting; Organization; Person,7,19,5,0,4,0,3,3,False,True,False,False,36154c1ea8a4db950b9e81e2d50988fd09a0401cc95228842cb12cd3d3e04b1f
baseline,https://robertdevore.com/introducing-widget-usage-tracker-for-elementor/,content/posts/introducing-widget-usage-tracker-for-elementor.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/introducing-widget-usage-tracker-for-elementor/,200,Introducing Widget Usage Tracker for Elementor | Robert DeVore,62,"Another day, another plugin release 💪 I’m happy to launch Widget Usage Tracker for Elementor , a WordPress® plugin designed to help you monitor and analyze the usage of Elementor widgets across your website. Whether…",216,Introducing Widget Usage Tracker for Elementor,H2: What is Widget Usage Tracker for Elementor? | H2: Key Features | H3: 1. Comprehensive Tracking | H3: 2. Detailed Insights | H3: 3. User-Friendly Interface | H3: 4. Automatic Updates | H3: 5. Localization Ready | H3: 6. Optimized Performance | H2: Installation Guide | H3: Step-by-Step Installation | H2: How to Use Widget Usage Tracker | H3: Accessing the Tracker | H3: Viewing Widget Usage | H3: Viewing Detailed Widget Usage | H2: Uninstallation Process | H2: Future Enhancements | H2: THANK YOU! | H2: Related Reading,832,en,2024-11-09,,Robert DeVore,True,BlogPosting; Organization; Person,5,19,6,0,4,0,3,3,False,True,False,False,142fa0ed5535b81d3d45b87a226bf8866eaaf0f6d2f0c760f2dd79b4cc2371d6
baseline,https://robertdevore.com/invest-in-yourself/,content/posts/invest-in-yourself.md,article,200,200,True,"index, follow (default)",https://robertdevore.com/invest-in-yourself/,200,Invest in Yourself | Robert DeVore,34,"When it comes to building something that you want to turn into a business and earn a living from, there's a lot of paths to success. Sometimes you go viral because one specific person tweeted you. Other times there's…",217,Invest in Yourself,H2: Cash Investments | H3: Business necessities | H3: Business extras | H2: Sweat Equity | H3: Hard work pays off | H3: Focus on the plan | H3: One last piece of advice | H2: Related Reading,1097,en,2016-06-21,,Robert DeVore,True,BlogPosting; Organization; Person,5,19,12,0,1,0,0,4,False,True,False,False,221fe031d1495be260fa0bde8a82ea0a09aabc7316bd10584f799d2c4427f5fc
