phase,priority,category,affected_pages,evidence,expected_benefit,confidence,difficulty,recommended_action,status
baseline,P3,metadata,https://robertdevore.com/invest-in-yourself/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,crawlability,https://robertdevore.com/invest-in-yourself/,more than three clicks from homepage,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/kevin-michael-geary-a-hidden-history-of-hate-racism-and-bigotry/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/kevin-michael-geary-a-hidden-history-of-hate-racism-and-bigotry/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/leafly-reviews-wordpress-plugin/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/leafly-reviews-wordpress-plugin/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/leap-the-code-of-extreme-leadership/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/leap-the-code-of-extreme-leadership/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/making-up-for-lost-time/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/making-up-for-lost-time/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,crawlability,https://robertdevore.com/making-up-for-lost-time/,more than three clicks from homepage,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/mnml-free-minimalist-wordpress-theme/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/mnml-free-minimalist-wordpress-theme/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/my-brothers-keeper-sons-of-anarchy-fanfiction/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/my-brothers-keeper-sons-of-anarchy-fanfiction/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,crawlability,https://robertdevore.com/my-brothers-keeper-sons-of-anarchy-fanfiction/,3 broken internal links,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/my-development-projects/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/my-development-projects/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/open-source-is-anarchism-in-action/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/open-source-is-anarchism-in-action/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/organized-chaos/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/organized-chaos/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,crawlability,https://robertdevore.com/organized-chaos/,more than three clicks from homepage,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/10/,duplicate title,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/10/,duplicate description,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/10/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/10/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,schema,https://robertdevore.com/page/10/,listing represented as WebSite,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P1,crawlability,https://robertdevore.com/page/10/,orphan,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/11/,duplicate title,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/11/,duplicate description,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/11/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/11/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,schema,https://robertdevore.com/page/11/,listing represented as WebSite,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P1,crawlability,https://robertdevore.com/page/11/,orphan,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/12/,duplicate title,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/12/,duplicate description,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/12/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/12/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,schema,https://robertdevore.com/page/12/,listing represented as WebSite,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P1,crawlability,https://robertdevore.com/page/12/,orphan,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/2/,duplicate title,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/2/,duplicate description,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/2/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/2/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,schema,https://robertdevore.com/page/2/,listing represented as WebSite,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P1,crawlability,https://robertdevore.com/page/2/,orphan,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/3/,duplicate title,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/3/,duplicate description,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/3/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/3/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,schema,https://robertdevore.com/page/3/,listing represented as WebSite,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P1,crawlability,https://robertdevore.com/page/3/,orphan,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/4/,duplicate title,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/4/,duplicate description,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/4/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/4/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,schema,https://robertdevore.com/page/4/,listing represented as WebSite,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P1,crawlability,https://robertdevore.com/page/4/,orphan,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/5/,duplicate title,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/5/,duplicate description,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/5/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/5/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,schema,https://robertdevore.com/page/5/,listing represented as WebSite,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P1,crawlability,https://robertdevore.com/page/5/,orphan,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/6/,duplicate title,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/6/,duplicate description,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/6/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/6/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,schema,https://robertdevore.com/page/6/,listing represented as WebSite,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P1,crawlability,https://robertdevore.com/page/6/,orphan,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/7/,duplicate title,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/7/,duplicate description,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/7/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/7/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,schema,https://robertdevore.com/page/7/,listing represented as WebSite,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P1,crawlability,https://robertdevore.com/page/7/,orphan,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/8/,duplicate title,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/8/,duplicate description,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/8/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/8/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,schema,https://robertdevore.com/page/8/,listing represented as WebSite,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P1,crawlability,https://robertdevore.com/page/8/,orphan,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/9/,duplicate title,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/9/,duplicate description,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/9/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/page/9/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,schema,https://robertdevore.com/page/9/,listing represented as WebSite,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P1,crawlability,https://robertdevore.com/page/9/,orphan,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/patience/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/patience/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/peddle-free-wordpress-theme-for-easy-digital-downloads/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/peddle-free-wordpress-theme-for-easy-digital-downloads/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/plan-prompt-publish-a-practical-guide-to-creating-beautifully-useful-content-with-ai/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/plan-prompt-publish-a-practical-guide-to-creating-beautifully-useful-content-with-ai/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/projects/,duplicate description,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/projects/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/projects/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/projects/agents-sdk/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/projects/agents-sdk/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,schema,https://robertdevore.com/projects/agents-sdk/,project represented as BlogPosting,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P1,crawlability,https://robertdevore.com/projects/agents-sdk/,orphan,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/projects/dispatch/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/projects/dispatch/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,schema,https://robertdevore.com/projects/dispatch/,project represented as BlogPosting,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P1,crawlability,https://robertdevore.com/projects/dispatch/,orphan,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/projects/kujo/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/projects/kujo/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,schema,https://robertdevore.com/projects/kujo/,project represented as BlogPosting,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/projects/lens/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/projects/lens/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,schema,https://robertdevore.com/projects/lens/,project represented as BlogPosting,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P1,crawlability,https://robertdevore.com/projects/lens/,orphan,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/projects/sitekit/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/projects/sitekit/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,schema,https://robertdevore.com/projects/sitekit/,project represented as BlogPosting,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P1,crawlability,https://robertdevore.com/projects/sitekit/,orphan,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/projects/ssg/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/projects/ssg/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,schema,https://robertdevore.com/projects/ssg/,project represented as BlogPosting,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P1,crawlability,https://robertdevore.com/projects/ssg/,orphan,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/release-notes-back-in-stock-notifications-for-woocommerce-free-v1-0-1/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/relentless/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/relentless/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/rethinking-keyword-research-in-the-age-of-ai/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/rethinking-keyword-research-in-the-age-of-ai/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/reusable-flask-error-handling-a-step-by-step-guide-to-modular-http-error-responses/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/reusable-flask-error-handling-a-step-by-step-guide-to-modular-http-error-responses/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/run-a-tor-relay/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/run-a-tor-relay/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/say-goodbye-to-wordpress/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/say-goodbye-to-wordpress/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/set-featured-images-programatically-wordpress/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/set-featured-images-programatically-wordpress/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/slackedd/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/slackedd/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/stattic-v0-3-0-release-llms-txt-faster-gifs-leaner-core-and-smarter-routing/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/stattic-v0-3-0-release-llms-txt-faster-gifs-leaner-core-and-smarter-routing/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,crawlability,https://robertdevore.com/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford/,5 broken internal links,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/tag/,duplicate description,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/tag/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/tag/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P2,schema,https://robertdevore.com/tag/,listing represented as WebSite,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P1,crawlability,https://robertdevore.com/tag/,orphan,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/tag/ai/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/tag/ai/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/tag/archive/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/tag/archive/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/tag/engineering/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/tag/engineering/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/tag/essays/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/tag/essays/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,crawlability,https://robertdevore.com/tag/essays/,more than three clicks from homepage,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/tag/woocommerce/,legacy meta keywords present,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/tag/woocommerce/,large Twitter card has no image,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/tag/wordpress/,duplicate title,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
baseline,P3,metadata,https://robertdevore.com/tag/wordpress/,duplicate description,"clearer discovery, interpretation, or result presentation",high,low to medium,resolve using factual page-specific or systemic markup,open
