phase,url,source_file,page_type,primary_purpose,search_intent,target_audience,central_entity,primary_query_theme,supporting_topics,h1,heading_structure,word_count,published_date,modified_date,first_hand_signals,content_gap,competing_internal_url,recommended_action
baseline,https://robertdevore.com/slackedd/,content/posts/slackedd.md,article,Slackedd,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Slackedd,slackedd,Slackedd WordPress plugin | Automatic Updates from Github | Installation | Screenshots | Thank you's | Download | Contribute | Related Reading,Slackedd,H1: Slackedd | H2: Slackedd WordPress plugin | H2: Automatic Updates from Github | H2: Installation | H2: Screenshots | H2: Thank you's | H2: Download | H2: Contribute | H2: Related Reading,601,2016-02-01,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/stattic-v0-3-0-release-llms-txt-faster-gifs-leaner-core-and-smarter-routing/,content/posts/stattic-v0-3-0-release-llms-txt-faster-gifs-leaner-core-and-smarter-routing.md,article,Just Released: Stattic v.0.3.0,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Just Released: Stattic v.0.3.0,just released: stattic v.0.3.0,📦 llms.txt Generator | 🧹 9 Methods Deleted | ⚡ GIF Optimization (Without the Lag) | 📑 Sort by Front Matter order | 🏠 Smarter Index + Blog Routing | 🔗 Misc Fixes & Cleanup | v0.3.0 TL;DR | Related Reading,Just Released: Stattic v.0.3.0,H1: Just Released: Stattic v.0.3.0 | H2: 📦 llms.txt Generator | H2: 🧹 9 Methods Deleted | H2: ⚡ GIF Optimization (Without the Lag) | H2: 📑 Sort by Front Matter order | H2: 🏠 Smarter Index + Blog Routing | H2: 🔗 Misc Fixes & Cleanup | H2: v0.3.0 TL;DR | H2: Related Reading,417,2025-05-19,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,content/posts/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator.md,article,Stattic v1.0: The World’s Fastest Python-based Static Site Generator,commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Stattic v1.0: The World’s Fastest Python-based Static Site Generator,stattic v1.0: the world’s fastest python-based static site generator,What’s New in Stattic v1.0.0 | 🔧 Core Overhaul | 🔐 Security Upgrades | ⚡ Speed & Performance | 🎨 UX & Templates | ⚙️ Config & CLI | 🧹 Code Cleanup | Breaking Changes (Read This),Stattic v1.0: The World’s Fastest Python-based Static Site Generator,H1: Stattic v1.0: The World’s Fastest Python-based Static Site Generator | H2: What’s New in Stattic v1.0.0 | H3: 🔧 Core Overhaul | H3: 🔐 Security Upgrades | H3: ⚡ Speed & Performance | H3: 🎨 UX & Templates | H3: ⚙️ Config & CLI | H3: 🧹 Code Cleanup | H2: Breaking Changes (Read This) | H2: So what’s next? 🤔 | H2: Related Reading,635,2025-06-20,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford/,content/posts/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford.md,article,Stop Gambling With Client Trust: Why Skipping a Security Audit Is a Risk You Can’t Afford,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Stop Gambling With Client Trust: Why Skipping a Security Audit Is a Risk You Can’t Afford,stop gambling with client trust: why skipping a security audit is a risk you can’t afford,"Your Clients Will Blame YOU for Security Failures | A Single Breach Can Kill Your Reputation | You’re Holding Sensitive Client Data (Whether You Realize It or Not) | Your Third-Party Tools Could Be the Weak Link | If Your Agency Gets Hacked, It’s Game Over | A Security Audit Costs Less Than Cleaning Up a Breach | Clients Pay More for Agencies That Actually Give a Shit About Security | A Security Audit Gives You a Clear, Actionable Plan",Stop Gambling With Client Trust: Why Skipping a Security Audit Is a Risk You Can’t Afford,"H1: Stop Gambling With Client Trust: Why Skipping a Security Audit Is a Risk You Can’t Afford | H2: Your Clients Will Blame YOU for Security Failures | H2: A Single Breach Can Kill Your Reputation | H2: You’re Holding Sensitive Client Data (Whether You Realize It or Not) | H2: Your Third-Party Tools Could Be the Weak Link | H2: If Your Agency Gets Hacked, It’s Game Over | H2: A Security Audit Costs Less Than Cleaning Up a Breach | H2: Clients Pay More for Agencies That Actually Give a Shit About Security | H2: A Security Audit Gives You a Clear, Actionable Plan | H2: Don’t Wait Until It’s Too Late – Get a Security Audit Now | H2: Related Reading",918,2025-02-14,,substantive depth; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/tag/,generated listing/archive,tag-archive,Tags,navigational / topic discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Tags,tags,Engineering | WordPress | WooCommerce | AI | Archive | Essays,Tags,H1: Tags | H2: Engineering | H2: WordPress | H2: WooCommerce | H2: AI | H2: Archive | H2: Essays,159,,,first-hand narrative; outbound sources,no visible breadcrumb,,retain; monitor search and citation performance
baseline,https://robertdevore.com/tag/ai/,content/tag/ai.md,tag-archive,AI,navigational / topic discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",AI,ai,Articles,AI,H1: AI | H2: Articles,142,2025-05-27,,outbound sources,no visible breadcrumb,,retain; monitor search and citation performance
baseline,https://robertdevore.com/tag/archive/,content/tag/archive.md,tag-archive,Archive,navigational / topic discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Archive,archive,Articles,Archive,H1: Archive | H2: Articles,16,2016-12-20,,outbound sources,no visible breadcrumb,,retain; monitor search and citation performance
baseline,https://robertdevore.com/tag/engineering/,content/tag/engineering.md,tag-archive,Engineering,navigational / topic discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Engineering,engineering,Articles,Engineering,H1: Engineering | H2: Articles,86,2025-07-03,,first-hand narrative; outbound sources,no visible breadcrumb,,retain; monitor search and citation performance
baseline,https://robertdevore.com/tag/essays/,content/tag/essays.md,tag-archive,Essays,navigational / topic discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Essays,essays,Articles,Essays,H1: Essays | H2: Articles,8,2016-06-21,,outbound sources,no visible breadcrumb,,retain; monitor search and citation performance
baseline,https://robertdevore.com/tag/woocommerce/,content/tag/woocommerce.md,tag-archive,WooCommerce,navigational / topic discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",WooCommerce,woocommerce,Articles,WooCommerce,H1: WooCommerce | H2: Articles,240,2025-06-18,,outbound sources,no visible breadcrumb,,retain; monitor search and citation performance
baseline,https://robertdevore.com/tag/wordpress/,content/tag/wordpress.md,tag-archive,WordPress,navigational / topic discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",WordPress,wordpress,Articles,WordPress,H1: WordPress | H2: Articles,811,2025-06-20,,first-hand narrative; outbound sources,no visible breadcrumb,,retain; monitor search and citation performance
baseline,https://robertdevore.com/thank-you-wordpress/,content/posts/thank-you-wordpress.md,article,Thank You WordPress,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Thank You WordPress,thank you wordpress,WordPress saved my life | Thank you WordPress | Related Reading,Thank You WordPress,H1: Thank You WordPress | H2: WordPress saved my life | H2: Thank you WordPress | H2: Related Reading,514,2018-05-27,,first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,content/posts/the-fastest-way-for-php-devs-to-learn-python.md,article,The Fastest Way for PHP Devs to Learn Python,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",The Fastest Way for PHP Devs to Learn Python,the fastest way for php devs to learn python,1. Variables Are Loosely Typed and Dynamically Assigned | 2. Functions Work the Same | 3. Associative Arrays = Dictionaries | 4. Control Structures Feel Familiar | 5. Loops Are Straightforward | 6. String Concatenation Works as Expected | 7. Truthy Logic Is Nearly Identical | 8. You Can Organize Code Into Reusable Modules,The Fastest Way for PHP Devs to Learn Python,H1: The Fastest Way for PHP Devs to Learn Python | H2: 1. Variables Are Loosely Typed and Dynamically Assigned | H2: 2. Functions Work the Same | H2: 3. Associative Arrays = Dictionaries | H2: 4. Control Structures Feel Familiar | H2: 5. Loops Are Straightforward | H2: 6. String Concatenation Works as Expected | H2: 7. Truthy Logic Is Nearly Identical | H2: 8. You Can Organize Code Into Reusable Modules | H2: 9. Object-Oriented Programming Is Available (and Optional) | H2: 10. Ternary Syntax Exists and Is Readable | H2: Bonus: Jinja2 Templates Look a Lot Like PHP | H2: Continuing your Python journey | H2: Related Reading,732,2025-06-18,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,content/posts/the-past-present-and-future-of-wp-dispensary.md,article,"The past, present and future of WP Dispensary",informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators","The past, present and future of WP Dispensary","the past, present and future of wp dispensary",What’s been happening? | What’s coming next? | Related Reading,"The past, present and future of WP Dispensary","H1: The past, present and future of WP Dispensary | H2: What’s been happening? | H2: What’s coming next? | H2: Related Reading",606,2022-08-14,,first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/tools-and-workflows-for-formatting-visuals-and-citations/,content/posts/tools-and-workflows-for-formatting-visuals-and-citations.md,article,"Tools and Workflows for Formatting, Visuals, and Citations",informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators","Tools and Workflows for Formatting, Visuals, and Citations","tools and workflows for formatting, visuals, and citations",Why This Final Layer Matters | Formatting That Doesn’t Feel Like Homework | 1. Use a Visual Hierarchy | 2. Add Section Breaks | Visuals That Actually Add Value | 1. Illustrate the Idea | 2. Caption with Purpose | 3. Compress Like a Pro,"Tools and Workflows for Formatting, Visuals, and Citations","H1: Tools and Workflows for Formatting, Visuals, and Citations | H2: Why This Final Layer Matters | H2: Formatting That Doesn’t Feel Like Homework | H3: 1. Use a Visual Hierarchy | H3: 2. Add Section Breaks | H2: Visuals That Actually Add Value | H3: 1. Illustrate the Idea | H3: 2. Caption with Purpose | H3: 3. Compress Like a Pro | H2: Citations That Build Trust (Without Killing Flow) | H3: 1. Link Inline – Not as Footnotes | H3: 2. Build a Mini Source Snippet | H3: 3. Let AI Hunt Sources (Then Verify) | H3: Your Toolbox for the Final Polish | H3: Bonus Workflow: The Final Polish Pass | H2: Mic-Drop Takeaway | H2: Related Reading",932,2025-05-26,,substantive depth; code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/twitter-marketing/,content/posts/twitter-marketing.md,article,Twitter Marketing,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Twitter Marketing,twitter marketing,"Twitter Advanced Search Tips | Using Twitter lists to funnel the noise | Utilize your bio, avatar, banner and pinned tweets effectively | Better Twitter Marketing | Related Reading",Twitter Marketing,"H1: Twitter Marketing | H2: Twitter Advanced Search Tips | H2: Using Twitter lists to funnel the noise | H2: Utilize your bio, avatar, banner and pinned tweets effectively | H2: Better Twitter Marketing | H2: Related Reading",1340,2016-08-23,,substantive depth; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/two-years-building-wp-dispensary/,content/posts/two-years-building-wp-dispensary.md,article,WP Dispensary: 2 years after the launch,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",WP Dispensary: 2 years after the launch,wp dispensary: 2 years after the launch,How it all started | What happened next | The first year | The second year | What's next? | Related Reading,WP Dispensary: 2 years after the launch,H1: WP Dispensary: 2 years after the launch | H2: How it all started | H2: What happened next | H2: The first year | H2: The second year | H2: What's next? | H2: Related Reading,1667,2017-12-11,,substantive depth; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/use-ai-to-create-your-own-wwf-action-figure-blister-packs/,content/posts/use-ai-to-create-your-own-wwf-action-figure-blister-packs.md,article,Use AI to create your own WWF Action Figure Blister Packs,informational / problem-solving,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Use AI to create your own WWF Action Figure Blister Packs,use ai to create your own wwf action figure blister packs,Why a JSON prompt? | Why WWF Action Figures? | Related Reading,Use AI to create your own WWF Action Figure Blister Packs,H1: Use AI to create your own WWF Action Figure Blister Packs | H2: Why a JSON prompt? | H2: Why WWF Action Figures? | H2: Related Reading,507,2025-05-13,,first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/what-makes-content-beautifully-useful/,content/posts/what-makes-content-beautifully-useful.md,article,What Makes Content Beautifully Useful?,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",What Makes Content Beautifully Useful?,what makes content beautifully useful?,"What “Beautifully Useful” Actually Means | Two Versions, Same Topic – Only One Wins | The “Beautifully Useful” Filter | Toolbox for Making Content Hit Harder | Mic-Drop Takeaway | 🧠 Bonus Prompt: The “Before You Hit Publish” Test | Related Reading",What Makes Content Beautifully Useful?,"H1: What Makes Content Beautifully Useful? | H2: What “Beautifully Useful” Actually Means | H2: Two Versions, Same Topic – Only One Wins | H2: The “Beautifully Useful” Filter | H2: Toolbox for Making Content Hit Harder | H2: Mic-Drop Takeaway | H3: 🧠 Bonus Prompt: The “Before You Hit Publish” Test | H2: Related Reading",1058,2025-05-19,,substantive depth; code/example; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/why-wordpress-plugin-developers-need-security-audits/,content/posts/why-wordpress-plugin-developers-need-security-audits.md,article,Why WordPress Plugin Developers Need Security Audits,commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Why WordPress Plugin Developers Need Security Audits,why wordpress plugin developers need security audits,"If Your Plugin Gets Hacked, Thousands of Sites Are Fucked | Hackers Actively Target WordPress® Plugins | You Are NOT a Security Expert (And That’s Okay, But Get an Audit Anyway) | A Security Audit Costs Less Than Cleaning Up a Breach | Users Trust Secure Plugins (And They Pay for Them Too) | A Security Audit Finds the Shit That Will Bite You Later | Get a Security Audit Before You Become the Next Horror Story | Related Reading",Why WordPress Plugin Developers Need Security Audits,"H1: Why WordPress Plugin Developers Need Security Audits | H2: If Your Plugin Gets Hacked, Thousands of Sites Are Fucked | H2: Hackers Actively Target WordPress® Plugins | H2: You Are NOT a Security Expert (And That’s Okay, But Get an Audit Anyway) | H2: A Security Audit Costs Less Than Cleaning Up a Breach | H2: Users Trust Secure Plugins (And They Pay for Them Too) | H2: A Security Audit Finds the Shit That Will Bite You Later | H2: Get a Security Audit Before You Become the Next Horror Story | H2: Related Reading",874,2025-02-07,,first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/woocommerce-dispensary-details-plugin/,content/posts/woocommerce-dispensary-details-plugin.md,article,Dispensary Details for WooCommerce,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Dispensary Details for WooCommerce,dispensary details for woocommerce,So what does it do? | Keep. It. Simple. Stupid. | Related Reading,Dispensary Details for WooCommerce,H1: Dispensary Details for WooCommerce | H2: So what does it do? | H2: Keep. It. Simple. Stupid. | H2: Related Reading,439,2017-10-17,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/wordpress-custom-post-types-code-snippets/,content/posts/wordpress-custom-post-types-code-snippets.md,article,Enhance the power of your WordPress Custom Post Types,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Enhance the power of your WordPress Custom Post Types,enhance the power of your wordpress custom post types,1. Custom API endpoints | 2. oEmbed improvements | 3. Flush rewrite rules during your plugin's activation | Additional resources | Related Reading,Enhance the power of your WordPress Custom Post Types,H1: Enhance the power of your WordPress Custom Post Types | H2: 1. Custom API endpoints | H2: 2. oEmbed improvements | H2: 3. Flush rewrite rules during your plugin's activation | H2: Additional resources | H2: Related Reading,963,2017-06-26,,substantive depth; code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/wordpress-plugin-security-is-a-joke-and-youre-the-punchline/,content/posts/wordpress-plugin-security-is-a-joke-and-youre-the-punchline.md,article,"WordPress Plugin Security Is a Joke, and You’re the Punchline",commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators","WordPress Plugin Security Is a Joke, and You’re the Punchline","wordpress plugin security is a joke, and you’re the punchline",Trigger Warning | The Illusion of Safety | Let’s Talk About the Real Villains | Philosophical Interlude: What Is “Secure Code”? | Code Interlude | A Historical Footnote of Failures | You Get Audited | Lesson Learned,"WordPress Plugin Security Is a Joke, and You’re the Punchline","H1: WordPress Plugin Security Is a Joke, and You’re the Punchline | H2: Trigger Warning | H2: The Illusion of Safety | H2: Let’s Talk About the Real Villains | H2: Philosophical Interlude: What Is “Secure Code”? | H2: Code Interlude | H2: A Historical Footnote of Failures | H2: You Get Audited | H2: Lesson Learned | H2: Related Reading",749,2025-05-15,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/wordpress-woocommerce-plugins-i-will-no-longer-maintain/,content/posts/wordpress-woocommerce-plugins-i-will-no-longer-maintain.md,article,WordPress & WooCommerce plugins I will no longer maintain,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",WordPress & WooCommerce plugins I will no longer maintain,wordpress & woocommerce plugins i will no longer maintain,WordPress Plugins | WooCommerce Plugins | What’s next? | Related Reading,WordPress & WooCommerce plugins I will no longer maintain,H1: WordPress & WooCommerce plugins I will no longer maintain | H2: WordPress Plugins | H2: WooCommerce Plugins | H2: What’s next? | H2: Related Reading,517,2025-06-10,,first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/wp-dispensary-v2/,content/posts/wp-dispensary-v2.md,article,WP Dispensary v2.0 is being released on 4/20,commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",WP Dispensary v2.0 is being released on 4/20,wp dispensary v2.0 is being released on 4/20,Rebuilt Settings Page | Increased control over how to display data | Easier for add-on's to add their own settings | Organized Edit Screens | Default hidden data boxes | Code Optimization & Speed Increases | Calling for beta testers | Related Reading,WP Dispensary v2.0 is being released on 4/20,H1: WP Dispensary v2.0 is being released on 4/20 | H2: Rebuilt Settings Page | H3: Increased control over how to display data | H3: Easier for add-on's to add their own settings | H2: Organized Edit Screens | H3: Default hidden data boxes | H2: Code Optimization & Speed Increases | H2: Calling for beta testers | H2: Related Reading,803,2018-04-09,,first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/wp-dispensary/,content/posts/wp-dispensary.md,article,WP Dispensary,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",WP Dispensary,wp dispensary,Professional dispensary websites. | Introducing WP Dispensary | Installation is a breeze | REST API Integration | Example API usage | Download | Want to contribute to the plugin? | Related Reading,WP Dispensary,H1: WP Dispensary | H2: Professional dispensary websites. | H3: Introducing WP Dispensary | H3: Installation is a breeze | H3: REST API Integration | H3: Example API usage | H3: Download | H3: Want to contribute to the plugin? | H2: Related Reading,515,2016-01-18,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/wp-townhall-13-the-debate-kevin-geary-doesnt-want-you-to-see/,content/posts/wp-townhall-13-the-debate-kevin-geary-doesnt-want-you-to-see.md,article,WP Townhall 13: The Debate Kevin Geary Doesn’t Want You to See,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",WP Townhall 13: The Debate Kevin Geary Doesn’t Want You to See,wp townhall 13: the debate kevin geary doesn’t want you to see,Why It Matters | Related Reading,WP Townhall 13: The Debate Kevin Geary Doesn’t Want You to See,H1: WP Townhall 13: The Debate Kevin Geary Doesn’t Want You to See | H2: Why It Matters | H2: Related Reading,427,2025-06-09,,first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/wtf-is-wordpress/,content/posts/wtf-is-wordpress.md,article,WTF is WordPress?,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",WTF is WordPress?,wtf is wordpress?,"If you don’t know where you’ve come from, you don’t know where you’re going | So, what is WordPress? | Why WP Engine and why now? | What if WP Engine just does as they’re asked? | Who is responsible for WordPress’ growth? | So WTF is WordPress? | Community Vibes | Related Reading",WTF is WordPress?,"H1: WTF is WordPress? | H2: If you don’t know where you’ve come from, you don’t know where you’re going | H2: So, what is WordPress? | H2: Why WP Engine and why now? | H2: What if WP Engine just does as they’re asked? | H2: Who is responsible for WordPress’ growth? | H2: So WTF is WordPress? | H2: Community Vibes | H2: Related Reading",2102,2024-09-23,,substantive depth; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
baseline,https://robertdevore.com/zero-cool-cli-a-hackers-terminal-from-1995/,content/posts/zero-cool-cli-a-hackers-terminal-from-1995.md,article,Zero Cool CLI – A Hacker’s Terminal from 1995,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Zero Cool CLI – A Hacker’s Terminal from 1995,zero cool cli – a hacker’s terminal from 1995,Meet the CLI | Why I Built It | How to Install | Educational Value | What’s Next | Built With Love (and PHP) | Try It Out | Related Reading,Zero Cool CLI – A Hacker’s Terminal from 1995,H1: Zero Cool CLI – A Hacker’s Terminal from 1995 | H2: Meet the CLI | H2: Why I Built It | H2: How to Install | H2: Educational Value | H2: What’s Next | H2: Built With Love (and PHP) | H2: Try It Out | H2: Related Reading,868,2025-07-03,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
after,https://robertdevore.com/,templates/page-home.html,homepage,"Systems, tools, and writing for work that has to hold up.",navigational / commercial investigation,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators","Systems, tools, and writing for work that has to hold up.","systems, tools, and writing for work that has to hold up.","Language, runtime, and local software workflows | Tools with a visible operating record. | Strata | Snips | RepoRadar | How I build. | Make state visible | Keep work inspectable","Systems, tools, and writing for work that has to hold up.","H1: Systems, tools, and writing for work that has to hold up. | H2: Language, runtime, and local software workflows | H2: Tools with a visible operating record. | H3: Strata | H3: Snips | H3: RepoRadar | H2: How I build. | H3: Make state visible | H3: Keep work inspectable | H3: Records and receipts | H3: Pressure-test the ecosystem | H2: Writing | H2: Forever Forward | H2: Zero Cool CLI – A Hacker’s Terminal from 1995 | H2: Stattic v1.0: The World’s Fastest Python-based Static Site Generator | H2: I care about work that remains useful after the room changes.",435,,,first-hand narrative; outbound sources,,,retain; monitor search and citation performance
after,https://robertdevore.com/5-python-scripts-for-osint-and-pentesting/,content/posts/5-python-scripts-for-osint-and-pentesting.md,article,5 Python Scripts for OSINT and Pentesting,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",5 Python Scripts for OSINT and Pentesting,5 python scripts for osint and pentesting,Learning Python | Combine TXT files | Email Scraper | Password Cracker(s) | Regex Scanner | XSS Scanner | What’s next? | Related Reading,5 Python Scripts for OSINT and Pentesting,H1: 5 Python Scripts for OSINT and Pentesting | H2: Learning Python | H2: Combine TXT files | H2: Email Scraper | H2: Password Cracker(s) | H2: Regex Scanner | H2: XSS Scanner | H2: What’s next? | H2: Related Reading,756,2023-08-09,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
after,https://robertdevore.com/5-questions-you-must-answer-before-writing-anything/,content/posts/5-questions-you-must-answer-before-writing-anything.md,article,5 Questions You Must Answer Before Writing Anything,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",5 Questions You Must Answer Before Writing Anything,5 questions you must answer before writing anything,The 5 Questions That Sharpen Everything | 1. Who is this for – _really_? | 2. What problem are they actively trying to solve? | 3. What belief needs to be broken? | 4. What do you want them to do next? | 5. What’s the sharpest thing you can say? | This Is How You Aim Before You Fire | Bonus: The “Pre-Prompt Primer”,5 Questions You Must Answer Before Writing Anything,H1: 5 Questions You Must Answer Before Writing Anything | H2: The 5 Questions That Sharpen Everything | H3: 1. Who is this for – _really_? | H3: 2. What problem are they actively trying to solve? | H3: 3. What belief needs to be broken? | H3: 4. What do you want them to do next? | H3: 5. What’s the sharpest thing you can say? | H2: This Is How You Aim Before You Fire | H2: Bonus: The “Pre-Prompt Primer” | H2: Mic-Drop Takeaway | H2: Related Reading,951,2025-05-20,,substantive depth; code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
after,https://robertdevore.com/5-things-i-learned-building-my-first-gutenberg-blocks-plugin/,content/posts/5-things-i-learned-building-my-first-gutenberg-blocks-plugin.md,article,5 Things I’ve learned building my first blocks for Gutenberg,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",5 Things I’ve learned building my first blocks for Gutenberg,5 things i’ve learned building my first blocks for gutenberg,"Building Blocks with Pillar Press | How to use Node.js and NPM | How to use create-guten-block to build a Blocks plugin | The more I use Gutenberg, the more I like it | Things are changing FAST with Gutenberg's impending release | Final thoughts | Related Reading",5 Things I’ve learned building my first blocks for Gutenberg,"H1: 5 Things I’ve learned building my first blocks for Gutenberg | H2: Building Blocks with Pillar Press | H2: How to use Node.js and NPM | H2: How to use create-guten-block to build a Blocks plugin | H2: The more I use Gutenberg, the more I like it | H2: Things are changing FAST with Gutenberg's impending release | H2: Final thoughts | H2: Related Reading",1191,2018-05-14,,substantive depth; code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
after,https://robertdevore.com/7-days-full-time-wp-dispensary/,content/posts/7-days-full-time-wp-dispensary.md,article,7 days full time at WP Dispensary,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",7 days full time at WP Dispensary,7 days full time at wp dispensary,"What's been done | Started working on… | Overall, I'm feeling… | Related Reading",7 days full time at WP Dispensary,"H1: 7 days full time at WP Dispensary | H2: What's been done | H2: Started working on… | H2: Overall, I'm feeling… | H2: Related Reading",840,2017-10-03,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
after,https://robertdevore.com/about/,content/pages/about.md,page,About,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",About,about,I build systems that explain themselves | Through-line | Selected surfaces | Field Notes | Projects | Contact,About,H1: About | H2: I build systems that explain themselves | H2: Through-line | H2: Selected surfaces | H3: Field Notes | H3: Projects | H3: Contact,180,,,first-hand narrative; outbound sources,thin for a substantive destination; no visible breadcrumb,,editorial review: clarify purpose and add only evidence-backed useful detail
after,https://robertdevore.com/all-in-one-wp-migration-plugin-ddos-attack/,content/posts/all-in-one-wp-migration-plugin-ddos-attack.md,article,WordPress plugin with 5M+ active installs can be utilized in DDoS attacks,commercial investigation / product discovery,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",WordPress plugin with 5M+ active installs can be utilized in DDoS attacks,wordpress plugin with 5m+ active installs can be utilized in ddos attacks,How the exploit works | Recommendation to mitigate this issue | My Recommendations for users | Related Reading,WordPress plugin with 5M+ active installs can be utilized in DDoS attacks,H1: WordPress plugin with 5M+ active installs can be utilized in DDoS attacks | H2: How the exploit works | H2: Recommendation to mitigate this issue | H2: My Recommendations for users | H2: Related Reading,815,2023-09-30,,code/example; first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
after,https://robertdevore.com/back-to-basics/,content/posts/back-to-basics.md,article,Back to Basics,informational,"developers, technical leaders, WordPress/WooCommerce users, and project evaluators",Back to Basics,back to basics,"Getting back to the basics | So, what am I gonna do about it? | Related Reading",Back to Basics,"H1: Back to Basics | H2: Getting back to the basics | H2: So, what am I gonna do about it? | H2: Related Reading",598,2018-04-16,,first-hand narrative; outbound sources,no verified modified date,,retain; monitor search and citation performance
