phase,url,source_file,page_type,title,title_length,meta_description,description_length,canonical,robots_directives,lang,author,og_title,og_description,og_url,og_type,og_image,twitter_card,twitter_title,twitter_description,twitter_image,duplicate_title,duplicate_description,issues
baseline,https://robertdevore.com/,templates/page-home.html,homepage,Robert DeVore,13,"Software systems, developer tools, agentic workflows, and technical writing.",76,https://robertdevore.com/,"index, follow (default)",en,Robert DeVore,Robert DeVore,"Software systems, developer tools, agentic workflows, and technical writing.",https://robertdevore.com/,website,,summary_large_image,Robert DeVore,"Software systems, developer tools, agentic workflows, and technical writing.",,True,True,duplicate title; duplicate description; legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/reusable-flask-error-handling-a-step-by-step-guide-to-modular-http-error-responses/,content/posts/reusable-flask-error-handling-a-step-by-step-guide-to-modular-http-error-responses.md,article,Reusable Flask Error Handling: A Step-by-Step Guide to Modular HTTP Error Responses | Robert DeVore,99,"I don’t know about you, but in code and in real life, I hate repeating myself 🤦‍♂️ And after building the Savage Scanner and Vuln Search apps, I realized quickly that I’ll be creating a lot of the same code for my Flask…",220,https://robertdevore.com/reusable-flask-error-handling-a-step-by-step-guide-to-modular-http-error-responses/,"index, follow (default)",en,Robert DeVore,Reusable Flask Error Handling: A Step-by-Step Guide to Modular HTTP Error Responses,"I don’t know about you, but in code and in real life, I hate repeating myself 🤦‍♂️ And after building the Savage Scanner and Vuln Search apps, I realized quickly that I’ll be creating a lot of the same code for my Flask…",https://robertdevore.com/reusable-flask-error-handling-a-step-by-step-guide-to-modular-http-error-responses/,article,,summary_large_image,Reusable Flask Error Handling: A Step-by-Step Guide to Modular HTTP Error Responses,"I don’t know about you, but in code and in real life, I hate repeating myself 🤦‍♂️ And after building the Savage Scanner and Vuln Search apps, I realized quickly that I’ll be creating a lot of the same code for my Flask…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/run-a-tor-relay/,content/posts/run-a-tor-relay.md,article,Run a Tor relay | Robert DeVore,31,"Tor is an important tool for your privacy, security and freedom of speech. In an increasingly Orwellian world, Tor has become one of the most important tools, in my opinion, for you to be truly free online. I would like…",220,https://robertdevore.com/run-a-tor-relay/,"index, follow (default)",en,Robert DeVore,Run a Tor relay,"Tor is an important tool for your privacy, security and freedom of speech. In an increasingly Orwellian world, Tor has become one of the most important tools, in my opinion, for you to be truly free online. I would like…",https://robertdevore.com/run-a-tor-relay/,article,,summary_large_image,Run a Tor relay,"Tor is an important tool for your privacy, security and freedom of speech. In an increasingly Orwellian world, Tor has become one of the most important tools, in my opinion, for you to be truly free online. I would like…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/say-goodbye-to-wordpress/,content/posts/say-goodbye-to-wordpress.md,article,Say Goodbye to WordPress | Robert DeVore,40,"I’ve spent the past two decades working in the WordPress ecosystem – building, fixing, debugging, migrating, and patching sites for clients large and small. Here’s what I’ve learned: Most of those sites never needed…",216,https://robertdevore.com/say-goodbye-to-wordpress/,"index, follow (default)",en,Robert DeVore,Say Goodbye to WordPress,"I’ve spent the past two decades working in the WordPress ecosystem – building, fixing, debugging, migrating, and patching sites for clients large and small. Here’s what I’ve learned: Most of those sites never needed…",https://robertdevore.com/say-goodbye-to-wordpress/,article,,summary_large_image,Say Goodbye to WordPress,"I’ve spent the past two decades working in the WordPress ecosystem – building, fixing, debugging, migrating, and patching sites for clients large and small. Here’s what I’ve learned: Most of those sites never needed…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/set-featured-images-programatically-wordpress/,content/posts/set-featured-images-programatically-wordpress.md,article,Set Featured Images Programmatically in WordPress | Robert DeVore,65,"Recently, I found myself needing to auto-set 300+ featured images for a customers WooCommerce store. After the initial panic phased itself out, I took a couple of deep breathes and realized I've done a few kinda-sorta…",218,https://robertdevore.com/set-featured-images-programatically-wordpress/,"index, follow (default)",en,Robert DeVore,Set Featured Images Programmatically in WordPress,"Recently, I found myself needing to auto-set 300+ featured images for a customers WooCommerce store. After the initial panic phased itself out, I took a couple of deep breathes and realized I've done a few kinda-sorta…",https://robertdevore.com/set-featured-images-programatically-wordpress/,article,,summary_large_image,Set Featured Images Programmatically in WordPress,"Recently, I found myself needing to auto-set 300+ featured images for a customers WooCommerce store. After the initial panic phased itself out, I took a couple of deep breathes and realized I've done a few kinda-sorta…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/slackedd/,content/posts/slackedd.md,article,Slackedd | Robert DeVore,24,"Towards the end of last year, I tweeted that I was working on something with the Easy Digital Downloads payment success function, and today I am able to share the fruits of that labor. Slackedd WordPress plugin Receive…",219,https://robertdevore.com/slackedd/,"index, follow (default)",en,Robert DeVore,Slackedd,"Towards the end of last year, I tweeted that I was working on something with the Easy Digital Downloads payment success function, and today I am able to share the fruits of that labor. Slackedd WordPress plugin Receive…",https://robertdevore.com/slackedd/,article,,summary_large_image,Slackedd,"Towards the end of last year, I tweeted that I was working on something with the Easy Digital Downloads payment success function, and today I am able to share the fruits of that labor. Slackedd WordPress plugin Receive…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/stattic-v0-3-0-release-llms-txt-faster-gifs-leaner-core-and-smarter-routing/,content/posts/stattic-v0-3-0-release-llms-txt-faster-gifs-leaner-core-and-smarter-routing.md,article,Just Released: Stattic v.0.3.0 | Robert DeVore,46,"Another release. Another step forward. Stattic v0.3.0 isn’t a flashy overhaul – it’s a focused upgrade that makes the core tighter, the output cleaner, and the tooling smarter. Here’s what’s new (and why it matters): 📦…",219,https://robertdevore.com/stattic-v0-3-0-release-llms-txt-faster-gifs-leaner-core-and-smarter-routing/,"index, follow (default)",en,Robert DeVore,Just Released: Stattic v.0.3.0,"Another release. Another step forward. Stattic v0.3.0 isn’t a flashy overhaul – it’s a focused upgrade that makes the core tighter, the output cleaner, and the tooling smarter. Here’s what’s new (and why it matters): 📦…",https://robertdevore.com/stattic-v0-3-0-release-llms-txt-faster-gifs-leaner-core-and-smarter-routing/,article,,summary_large_image,Just Released: Stattic v.0.3.0,"Another release. Another step forward. Stattic v0.3.0 isn’t a flashy overhaul – it’s a focused upgrade that makes the core tighter, the output cleaner, and the tooling smarter. Here’s what’s new (and why it matters): 📦…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,content/posts/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator.md,article,Stattic v1.0: The World’s Fastest Python-based Static Site Generator | Robert DeVore,84,"Over the last few months, I’ve gone all-in on Python. Not just because it's powerful - but because it’s accessible. I've been building tools , writing tutorials , dropping full cipher projects , and even releasing a…",216,https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,"index, follow (default)",en,Robert DeVore,Stattic v1.0: The World’s Fastest Python-based Static Site Generator,"Over the last few months, I’ve gone all-in on Python. Not just because it's powerful - but because it’s accessible. I've been building tools , writing tutorials , dropping full cipher projects , and even releasing a…",https://robertdevore.com/stattic-v1-0-the-worlds-fastest-python-based-static-site-generator/,article,,summary_large_image,Stattic v1.0: The World’s Fastest Python-based Static Site Generator,"Over the last few months, I’ve gone all-in on Python. Not just because it's powerful - but because it’s accessible. I've been building tools , writing tutorials , dropping full cipher projects , and even releasing a…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford/,content/posts/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford.md,article,Stop Gambling With Client Trust: Why Skipping a Security Audit Is a Risk You Can’t Afford | Robert DeVore,105,"If you run an agency – whether it’s maintenance, web development, marketing, branding, or anything in between – you probably think security is someone else’s problem. Spoiler alert: it’s yours. You build websites, run…",218,https://robertdevore.com/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford/,"index, follow (default)",en,Robert DeVore,Stop Gambling With Client Trust: Why Skipping a Security Audit Is a Risk You Can’t Afford,"If you run an agency – whether it’s maintenance, web development, marketing, branding, or anything in between – you probably think security is someone else’s problem. Spoiler alert: it’s yours. You build websites, run…",https://robertdevore.com/stop-gambling-with-client-trust-why-skipping-a-security-audit-is-a-risk-you-cant-afford/,article,,summary_large_image,Stop Gambling With Client Trust: Why Skipping a Security Audit Is a Risk You Can’t Afford,"If you run an agency – whether it’s maintenance, web development, marketing, branding, or anything in between – you probably think security is someone else’s problem. Spoiler alert: it’s yours. You build websites, run…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/tag/,generated listing/archive,tag-archive,Tag | Robert DeVore,19,"Software systems, developer tools, agentic workflows, and technical writing.",76,https://robertdevore.com/tag/,"index, follow (default)",en,Robert DeVore,Tag,"Software systems, developer tools, agentic workflows, and technical writing.",https://robertdevore.com/tag/,website,,summary_large_image,Tag,"Software systems, developer tools, agentic workflows, and technical writing.",,False,True,duplicate description; legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/tag/ai/,content/tag/ai.md,tag-archive,AI | Robert DeVore,18,Writing filed under AI.,23,https://robertdevore.com/tag/ai/,"index, follow (default)",en,Robert DeVore,AI,Writing filed under AI.,https://robertdevore.com/tag/ai/,article,,summary_large_image,AI,Writing filed under AI.,,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/tag/archive/,content/tag/archive.md,tag-archive,Archive | Robert DeVore,23,Writing filed under Archive.,28,https://robertdevore.com/tag/archive/,"index, follow (default)",en,Robert DeVore,Archive,Writing filed under Archive.,https://robertdevore.com/tag/archive/,article,,summary_large_image,Archive,Writing filed under Archive.,,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/tag/engineering/,content/tag/engineering.md,tag-archive,Engineering | Robert DeVore,27,Writing filed under Engineering.,32,https://robertdevore.com/tag/engineering/,"index, follow (default)",en,Robert DeVore,Engineering,Writing filed under Engineering.,https://robertdevore.com/tag/engineering/,article,,summary_large_image,Engineering,Writing filed under Engineering.,,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/tag/essays/,content/tag/essays.md,tag-archive,Essays | Robert DeVore,22,Writing filed under Essays.,27,https://robertdevore.com/tag/essays/,"index, follow (default)",en,Robert DeVore,Essays,Writing filed under Essays.,https://robertdevore.com/tag/essays/,article,,summary_large_image,Essays,Writing filed under Essays.,,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/tag/woocommerce/,content/tag/woocommerce.md,tag-archive,WooCommerce | Robert DeVore,27,Writing filed under WooCommerce.,32,https://robertdevore.com/tag/woocommerce/,"index, follow (default)",en,Robert DeVore,WooCommerce,Writing filed under WooCommerce.,https://robertdevore.com/tag/woocommerce/,article,,summary_large_image,WooCommerce,Writing filed under WooCommerce.,,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/tag/wordpress/,content/tag/wordpress.md,tag-archive,WordPress | Robert DeVore,25,Writing filed under WordPress.,30,https://robertdevore.com/tag/wordpress/,"index, follow (default)",en,Robert DeVore,WordPress,Writing filed under WordPress.,https://robertdevore.com/tag/wordpress/,article,,summary_large_image,WordPress,Writing filed under WordPress.,,True,True,duplicate title; duplicate description; legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/thank-you-wordpress/,content/posts/thank-you-wordpress.md,article,Thank You WordPress | Robert DeVore,35,"WordPress version 1.5, named Strayhorn after the pianist Billy Strayhorn because "" we thought he was perfect to represent the power and elegance of this release"" was released February 17th, 2002._ _ That seems to hold…",218,https://robertdevore.com/thank-you-wordpress/,"index, follow (default)",en,Robert DeVore,Thank You WordPress,"WordPress version 1.5, named Strayhorn after the pianist Billy Strayhorn because "" we thought he was perfect to represent the power and elegance of this release"" was released February 17th, 2002._ _ That seems to hold…",https://robertdevore.com/thank-you-wordpress/,article,,summary_large_image,Thank You WordPress,"WordPress version 1.5, named Strayhorn after the pianist Billy Strayhorn because "" we thought he was perfect to represent the power and elegance of this release"" was released February 17th, 2002._ _ That seems to hold…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,content/posts/the-fastest-way-for-php-devs-to-learn-python.md,article,The Fastest Way for PHP Devs to Learn Python | Robert DeVore,60,"So you’ve been writing PHP for years, maybe shipping WordPress® sites, WooCommerce® stores, or custom plugins. Now you’re stepping into the Python world – maybe because you found Stattic and realized you don’t need a…",217,https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,"index, follow (default)",en,Robert DeVore,The Fastest Way for PHP Devs to Learn Python,"So you’ve been writing PHP for years, maybe shipping WordPress® sites, WooCommerce® stores, or custom plugins. Now you’re stepping into the Python world – maybe because you found Stattic and realized you don’t need a…",https://robertdevore.com/the-fastest-way-for-php-devs-to-learn-python/,article,,summary_large_image,The Fastest Way for PHP Devs to Learn Python,"So you’ve been writing PHP for years, maybe shipping WordPress® sites, WooCommerce® stores, or custom plugins. Now you’re stepping into the Python world – maybe because you found Stattic and realized you don’t need a…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,content/posts/the-past-present-and-future-of-wp-dispensary.md,article,"The past, present and future of WP Dispensary | Robert DeVore",61,"It’s been nearly 7 years since I first released WP Dispensary 😲 On November 26th, 2015 I published this article announcing to the world that I built the first cannabis menu plugin for WordPress. Needless to say, it was…",219,https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,"index, follow (default)",en,Robert DeVore,"The past, present and future of WP Dispensary","It’s been nearly 7 years since I first released WP Dispensary 😲 On November 26th, 2015 I published this article announcing to the world that I built the first cannabis menu plugin for WordPress. Needless to say, it was…",https://robertdevore.com/the-past-present-and-future-of-wp-dispensary/,article,,summary_large_image,"The past, present and future of WP Dispensary","It’s been nearly 7 years since I first released WP Dispensary 😲 On November 26th, 2015 I published this article announcing to the world that I built the first cannabis menu plugin for WordPress. Needless to say, it was…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/tools-and-workflows-for-formatting-visuals-and-citations/,content/posts/tools-and-workflows-for-formatting-visuals-and-citations.md,article,"Tools and Workflows for Formatting, Visuals, and Citations | Robert DeVore",74,"You wrote the draft and on your first read-through, it hits. But now it’s sitting there like a great idea in sweatpants – unstyled and unfinished. No visuals. No formatting. No sources. Just vibes 🤦‍♂️ This post fixes…",218,https://robertdevore.com/tools-and-workflows-for-formatting-visuals-and-citations/,"index, follow (default)",en,Robert DeVore,"Tools and Workflows for Formatting, Visuals, and Citations","You wrote the draft and on your first read-through, it hits. But now it’s sitting there like a great idea in sweatpants – unstyled and unfinished. No visuals. No formatting. No sources. Just vibes 🤦‍♂️ This post fixes…",https://robertdevore.com/tools-and-workflows-for-formatting-visuals-and-citations/,article,,summary_large_image,"Tools and Workflows for Formatting, Visuals, and Citations","You wrote the draft and on your first read-through, it hits. But now it’s sitting there like a great idea in sweatpants – unstyled and unfinished. No visuals. No formatting. No sources. Just vibes 🤦‍♂️ This post fixes…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/twitter-marketing/,content/posts/twitter-marketing.md,article,Twitter Marketing | Robert DeVore,33,"When building your digital marketing strategy, social media websites like Twitter are usually at the top of the list. I mean, with over 300 million active users on Twitter, you'd be hard pressed to find a marketing blog…",220,https://robertdevore.com/twitter-marketing/,"index, follow (default)",en,Robert DeVore,Twitter Marketing,"When building your digital marketing strategy, social media websites like Twitter are usually at the top of the list. I mean, with over 300 million active users on Twitter, you'd be hard pressed to find a marketing blog…",https://robertdevore.com/twitter-marketing/,article,,summary_large_image,Twitter Marketing,"When building your digital marketing strategy, social media websites like Twitter are usually at the top of the list. I mean, with over 300 million active users on Twitter, you'd be hard pressed to find a marketing blog…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/two-years-building-wp-dispensary/,content/posts/two-years-building-wp-dispensary.md,article,WP Dispensary: 2 years after the launch | Robert DeVore,55,"Over the last two years, the WP Dispensary WordPress plugin has changed my entire life. In these last two years, WP Dispensary** has gone from being just a ""thing"" I built to a thing that powers hundreds of websites for…",220,https://robertdevore.com/two-years-building-wp-dispensary/,"index, follow (default)",en,Robert DeVore,WP Dispensary: 2 years after the launch,"Over the last two years, the WP Dispensary WordPress plugin has changed my entire life. In these last two years, WP Dispensary** has gone from being just a ""thing"" I built to a thing that powers hundreds of websites for…",https://robertdevore.com/two-years-building-wp-dispensary/,article,,summary_large_image,WP Dispensary: 2 years after the launch,"Over the last two years, the WP Dispensary WordPress plugin has changed my entire life. In these last two years, WP Dispensary** has gone from being just a ""thing"" I built to a thing that powers hundreds of websites for…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/use-ai-to-create-your-own-wwf-action-figure-blister-packs/,content/posts/use-ai-to-create-your-own-wwf-action-figure-blister-packs.md,article,Use AI to create your own WWF Action Figure Blister Packs | Robert DeVore,73,"The best there is, the best there was, and the best there ever will be 😎 I just released an AI prompt to turn your headshot into it’s own WWF action figure blister pack ! We’re talking full on retro fig glory – the…",215,https://robertdevore.com/use-ai-to-create-your-own-wwf-action-figure-blister-packs/,"index, follow (default)",en,Robert DeVore,Use AI to create your own WWF Action Figure Blister Packs,"The best there is, the best there was, and the best there ever will be 😎 I just released an AI prompt to turn your headshot into it’s own WWF action figure blister pack ! We’re talking full on retro fig glory – the…",https://robertdevore.com/use-ai-to-create-your-own-wwf-action-figure-blister-packs/,article,,summary_large_image,Use AI to create your own WWF Action Figure Blister Packs,"The best there is, the best there was, and the best there ever will be 😎 I just released an AI prompt to turn your headshot into it’s own WWF action figure blister pack ! We’re talking full on retro fig glory – the…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/what-makes-content-beautifully-useful/,content/posts/what-makes-content-beautifully-useful.md,article,What Makes Content Beautifully Useful? | Robert DeVore,54,"Most AI content isn’t wrong. It’s just lifeless. It ticks boxes, hits the keyword and follows the format. And still gets ignored 😭 That’s the real problem: Content that’s technically fine - but emotionally flat. It…",215,https://robertdevore.com/what-makes-content-beautifully-useful/,"index, follow (default)",en,Robert DeVore,What Makes Content Beautifully Useful?,"Most AI content isn’t wrong. It’s just lifeless. It ticks boxes, hits the keyword and follows the format. And still gets ignored 😭 That’s the real problem: Content that’s technically fine - but emotionally flat. It…",https://robertdevore.com/what-makes-content-beautifully-useful/,article,,summary_large_image,What Makes Content Beautifully Useful?,"Most AI content isn’t wrong. It’s just lifeless. It ticks boxes, hits the keyword and follows the format. And still gets ignored 😭 That’s the real problem: Content that’s technically fine - but emotionally flat. It…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/why-wordpress-plugin-developers-need-security-audits/,content/posts/why-wordpress-plugin-developers-need-security-audits.md,article,Why WordPress Plugin Developers Need Security Audits | Robert DeVore,68,"If you develop WordPress plugins and haven’t had a third-party security audit , you’re playing a dangerous fucking game . I get it. You write solid code. You test your features. You’re confident in your work. But that…",218,https://robertdevore.com/why-wordpress-plugin-developers-need-security-audits/,"index, follow (default)",en,Robert DeVore,Why WordPress Plugin Developers Need Security Audits,"If you develop WordPress plugins and haven’t had a third-party security audit , you’re playing a dangerous fucking game . I get it. You write solid code. You test your features. You’re confident in your work. But that…",https://robertdevore.com/why-wordpress-plugin-developers-need-security-audits/,article,,summary_large_image,Why WordPress Plugin Developers Need Security Audits,"If you develop WordPress plugins and haven’t had a third-party security audit , you’re playing a dangerous fucking game . I get it. You write solid code. You test your features. You’re confident in your work. But that…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/woocommerce-dispensary-details-plugin/,content/posts/woocommerce-dispensary-details-plugin.md,article,Dispensary Details for WooCommerce | Robert DeVore,50,"I recently built and released a new plugin on WP Dispensary that works 100% without WP Dispensary . ""But didn't you just jump in full time to build WP Dispensary? Why create something that doesn't work with it?"" I know,…",220,https://robertdevore.com/woocommerce-dispensary-details-plugin/,"index, follow (default)",en,Robert DeVore,Dispensary Details for WooCommerce,"I recently built and released a new plugin on WP Dispensary that works 100% without WP Dispensary . ""But didn't you just jump in full time to build WP Dispensary? Why create something that doesn't work with it?"" I know,…",https://robertdevore.com/woocommerce-dispensary-details-plugin/,article,,summary_large_image,Dispensary Details for WooCommerce,"I recently built and released a new plugin on WP Dispensary that works 100% without WP Dispensary . ""But didn't you just jump in full time to build WP Dispensary? Why create something that doesn't work with it?"" I know,…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/wordpress-custom-post-types-code-snippets/,content/posts/wordpress-custom-post-types-code-snippets.md,article,Enhance the power of your WordPress Custom Post Types | Robert DeVore,69,I've been working on extending the WP Dispensary plugin and wanted to share some of the ways I've found to help boost the power of the Custom Post Types you create. Custom Post Types are a great building block for…,214,https://robertdevore.com/wordpress-custom-post-types-code-snippets/,"index, follow (default)",en,Robert DeVore,Enhance the power of your WordPress Custom Post Types,I've been working on extending the WP Dispensary plugin and wanted to share some of the ways I've found to help boost the power of the Custom Post Types you create. Custom Post Types are a great building block for…,https://robertdevore.com/wordpress-custom-post-types-code-snippets/,article,,summary_large_image,Enhance the power of your WordPress Custom Post Types,I've been working on extending the WP Dispensary plugin and wanted to share some of the ways I've found to help boost the power of the Custom Post Types you create. Custom Post Types are a great building block for…,,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/wordpress-plugin-security-is-a-joke-and-youre-the-punchline/,content/posts/wordpress-plugin-security-is-a-joke-and-youre-the-punchline.md,article,"WordPress Plugin Security Is a Joke, and You’re the Punchline | Robert DeVore",77,"Trigger Warning Unfiltered technical opinions. Brutal honesty. WordPress plugins held accountable. OK, so, once again we find ourselves in the land of infinite possibilities – and infinite insecurities – called…",211,https://robertdevore.com/wordpress-plugin-security-is-a-joke-and-youre-the-punchline/,"index, follow (default)",en,Robert DeVore,"WordPress Plugin Security Is a Joke, and You’re the Punchline","Trigger Warning Unfiltered technical opinions. Brutal honesty. WordPress plugins held accountable. OK, so, once again we find ourselves in the land of infinite possibilities – and infinite insecurities – called…",https://robertdevore.com/wordpress-plugin-security-is-a-joke-and-youre-the-punchline/,article,,summary_large_image,"WordPress Plugin Security Is a Joke, and You’re the Punchline","Trigger Warning Unfiltered technical opinions. Brutal honesty. WordPress plugins held accountable. OK, so, once again we find ourselves in the land of infinite possibilities – and infinite insecurities – called…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/wordpress-woocommerce-plugins-i-will-no-longer-maintain/,content/posts/wordpress-woocommerce-plugins-i-will-no-longer-maintain.md,article,WordPress & WooCommerce plugins I will no longer maintain | Robert DeVore,73,"In an effort to help the code below potentially find new homes, I've compiled all of the free WordPress and WooCommerce plugins I've released. These will all be archived in GitHub eventually, and the Projects page on…",217,https://robertdevore.com/wordpress-woocommerce-plugins-i-will-no-longer-maintain/,"index, follow (default)",en,Robert DeVore,WordPress & WooCommerce plugins I will no longer maintain,"In an effort to help the code below potentially find new homes, I've compiled all of the free WordPress and WooCommerce plugins I've released. These will all be archived in GitHub eventually, and the Projects page on…",https://robertdevore.com/wordpress-woocommerce-plugins-i-will-no-longer-maintain/,article,,summary_large_image,WordPress & WooCommerce plugins I will no longer maintain,"In an effort to help the code below potentially find new homes, I've compiled all of the free WordPress and WooCommerce plugins I've released. These will all be archived in GitHub eventually, and the Projects page on…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/wp-dispensary-v2/,content/posts/wp-dispensary-v2.md,article,WP Dispensary v2.0 is being released on 4/20 | Robert DeVore,60,"It is now less than 2 weeks until I release version 2.0** of WP Dispensary . And if you're not looking at a calendar, yes, the release date is 4/20 ? After working on this release, I took a step back and realized that…",218,https://robertdevore.com/wp-dispensary-v2/,"index, follow (default)",en,Robert DeVore,WP Dispensary v2.0 is being released on 4/20,"It is now less than 2 weeks until I release version 2.0** of WP Dispensary . And if you're not looking at a calendar, yes, the release date is 4/20 ? After working on this release, I took a step back and realized that…",https://robertdevore.com/wp-dispensary-v2/,article,,summary_large_image,WP Dispensary v2.0 is being released on 4/20,"It is now less than 2 weeks until I release version 2.0** of WP Dispensary . And if you're not looking at a calendar, yes, the release date is 4/20 ? After working on this release, I took a step back and realized that…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/wp-dispensary/,content/posts/wp-dispensary.md,article,WP Dispensary | Robert DeVore,29,"Within the last few months I have been developing this plugin from the ground up. I've ensured that when the product was released, there would be a great use for it, and a demand for more solutions like it. With a…",214,https://robertdevore.com/wp-dispensary/,"index, follow (default)",en,Robert DeVore,WP Dispensary,"Within the last few months I have been developing this plugin from the ground up. I've ensured that when the product was released, there would be a great use for it, and a demand for more solutions like it. With a…",https://robertdevore.com/wp-dispensary/,article,,summary_large_image,WP Dispensary,"Within the last few months I have been developing this plugin from the ground up. I've ensured that when the product was released, there would be a great use for it, and a demand for more solutions like it. With a…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/wp-townhall-13-the-debate-kevin-geary-doesnt-want-you-to-see/,content/posts/wp-townhall-13-the-debate-kevin-geary-doesnt-want-you-to-see.md,article,WP Townhall 13: The Debate Kevin Geary Doesn’t Want You to See | Robert DeVore,78,"A little over a month ago, I joined Kevin Geary on WP Townhall for what was supposed to be an honest debate about WordPress, pricing, and how to actually help clients win. It didn’t go the way he expected. I challenged…",219,https://robertdevore.com/wp-townhall-13-the-debate-kevin-geary-doesnt-want-you-to-see/,"index, follow (default)",en,Robert DeVore,WP Townhall 13: The Debate Kevin Geary Doesn’t Want You to See,"A little over a month ago, I joined Kevin Geary on WP Townhall for what was supposed to be an honest debate about WordPress, pricing, and how to actually help clients win. It didn’t go the way he expected. I challenged…",https://robertdevore.com/wp-townhall-13-the-debate-kevin-geary-doesnt-want-you-to-see/,article,,summary_large_image,WP Townhall 13: The Debate Kevin Geary Doesn’t Want You to See,"A little over a month ago, I joined Kevin Geary on WP Townhall for what was supposed to be an honest debate about WordPress, pricing, and how to actually help clients win. It didn’t go the way he expected. I challenged…",,False,False,legacy meta keywords present; large Twitter card has no image
baseline,https://robertdevore.com/wtf-is-wordpress/,content/posts/wtf-is-wordpress.md,article,WTF is WordPress? | Robert DeVore,33,"The soundtrack for this blog post is the Ted Dibiase Million Dollar Man Theme Song ( youtube ) WordPress – real name, no gimmicks 🙄 First, let me say that I’m thankful for WordPress . I’d also like to say that I agree…",218,https://robertdevore.com/wtf-is-wordpress/,"index, follow (default)",en,Robert DeVore,WTF is WordPress?,"The soundtrack for this blog post is the Ted Dibiase Million Dollar Man Theme Song ( youtube ) WordPress – real name, no gimmicks 🙄 First, let me say that I’m thankful for WordPress . I’d also like to say that I agree…",https://robertdevore.com/wtf-is-wordpress/,article,,summary_large_image,WTF is WordPress?,"The soundtrack for this blog post is the Ted Dibiase Million Dollar Man Theme Song ( youtube ) WordPress – real name, no gimmicks 🙄 First, let me say that I’m thankful for WordPress . I’d also like to say that I agree…",,False,False,legacy meta keywords present; large Twitter card has no image
